"","Cell.Type","Cluster","CD45","CD196_CCR6","CD19","CD127_IL-7Ra","CD38","CD33","IgD","CD11c","CD16","CD194_CCR4","CD34","CD123_IL-3R","TCRgd","CD185_CXCR5","CD3","CD45RA","CD123","CD27","CD284","CD28","CD95","CD66b","CD183_CXCR3","CD161","CD45RO","CD24","CD197_CCR7","CD8","CD25_IL-2Ra","CD71","CD20","HLADR","CD4","CD14","CD56_NCAM","CD11b","Frequency","Percentage","Cell.Subtype"
"32","B Cells",38,5.20474251241568,1.91445929942151,4.58186866414174,0.275946861910605,3.19482031939667,0,4.571185116479,0.567121183975344,0.176336155349638,0,0.15237192174446,0.0643551723015321,0,2.98049985679228,0,4.62606022293925,0.0738288848041888,0.925336772644195,0.0900703001145564,0.136378460601872,0,0.666446959724618,0,0,0.189880729711206,0.71901160997962,3.2709186975232,0.270129907889341,0.856024277802026,0.273847979417346,3.94969933822871,4.55055190901932,1.10621853596392,0.222696839845047,0,0,12,0.0779423226812159,"B Cells, Naive"
"33","B Cells",39,5.04298047789328,1.23880288031502,4.94528748004399,0.0276029903773077,2.17401963187411,0.268258774954524,1.40422292548896,0.217760288324487,0.00898007602537555,0,0.0810524237740236,0,0,0.20168172217029,0.0212090169818307,5.14866470054308,0.137282698227256,3.27422694576083,0.193079857623368,0.376549075946154,0.800725548889035,0.929310134209574,0.383046039582966,0,0.159871562521367,3.41139385437501,3.81684622200514,0.202560940946748,4.22561035082488,1.14332468617925,2.34453980193274,4.75796886180027,1.49257195513899,0.266878334951674,0.0416858645839585,0.109664393615874,14,0.0909327097947519,"B Cells, Transitional"
"34","B Cells",4,5.07629375084706,2.54985058634555,4.442283924388,0.502205141036941,3.45023897531332,0.496373870705025,4.98399967712923,0.625586502488344,0.359766981582689,0,0.463451176097664,0.11982195198772,0,1.96872638767211,0.106534392886808,4.50179058670562,0.396257086660784,0.63958771273495,0.00602927944194174,0.471899791255202,0.272428031440777,1.27346853482769,0.258572695412442,0,0,0.162863740945434,3.31091267084779,0.274532031706266,0.299427700266576,0.601639417287524,3.90930873115945,4.53454227353043,0.964916297031187,0.0319941655925184,0,0.105746771778919,18,0.116913484021824,"B Cells, Naive"
"35","B Cells",40,4.40953729405103,1.5668073581139,4.14324705687691,0.323150690965455,1.71987921057531,0.128844188607242,0,1.40521550783858,0.243513261494258,0,0.376324451244721,0,0,1.01040242644533,0,4.67431181796299,0.0164877721862414,2.76887530925953,0,0.0150548448534851,1.8135503040803,0,0.520424250719363,0.0335061655138104,0.0519755005384156,1.96372537574733,2.28302968764447,0.0475670115706606,1.36368387549605,1.32916998834038,2.89223919621197,3.34879873741966,0.727828658063933,0.315436309151164,0,0.686869835993339,8,0.0519615484541439,"B Cells, Memory"
"36","B Cells",5,5.30037401231478,1.70863869736261,4.72992001280566,0.136062151498698,0.718487028011562,0.101633809541586,4.29473277591406,0.674155145853521,0,0,0.137511743612942,0.0592749446820114,0,1.11326878387445,0,5.5803846882465,0.261308755289334,1.6466097962125,0.0492663083100292,0,0.630394289421041,0.628093495792639,0.475479053163042,0,0,1.96397391313085,2.19168814889536,0.00598530436731706,1.8227774409249,0.306164232594409,4.10726133197397,4.39465659967461,1.22339812373768,0.102939870682562,0.107483510865139,0,17,0.110418290465056,"B Cells, Naive"
"37","B Cells",6,5.57613710356444,2.76195565208263,5.79235703868804,0.53455271343978,1.1235455610861,0.715749369505496,0.160819213288337,4.04958257038124,0.51725309044173,0,0.0740644655267327,0.283203319350551,0.0987302928902106,0.149327928491163,0.642557512098216,4.62975540730179,0.083541399664904,2.96784453505927,0.492004538686991,0.365456038450828,3.92519477709303,1.01461595727049,1.16789170697755,0,0,0.0117302707841369,1.13605857639989,0,0,1.46038398564059,5.75410194634965,5.46722301396617,1.79396764423447,0.51457728363188,0.122659814918493,0.11768690737457,5,0.03247596778384,"B Cells, Memory"
"38","B Cells",7,4.36503054261185,5.06418521863717,2.7747326000852,4.37199906285527,1.7566776349483,1.21963681065873,0.462923864058554,1.99430339525909,0.334459523850785,0.134098398212243,1.00060456551072,0.0863870582519107,0.315455357527485,0.0928431113632329,0.413294529628861,3.70826677778436,1.17075251474393,0.327907794255822,1.63868441772701,0.410907417023808,2.64188629314678,4.18242567033401,1.92774116486054,0.723471984881527,3.27307344372845,2.90090967511193,0.79523226826837,0.114802093205765,2.90522645397567,0.987042382566631,0.127492866536881,0.197710318953651,0.476990615547722,0.454943023051711,0.13863316785335,0.265311596500211,28,0.181865419589504,"B Cells, Unclassified"
"39","B Cells",8,5.4488516613899,1.49812357765928,4.78625723947524,0.162994512582454,0.642482773244826,0.121836929967789,0.228795221220681,1.40498905494604,0.0645600203524852,0.0243549882794146,0.0391778916898709,0,0,0.694905531764886,0.108607176433065,5.65271535527175,0.570787649910775,4.20817664913922,0.177148289691242,0.257598447734253,4.00870787701527,0.753073787549537,0.374420874120076,0.0413298355702626,0.0115610527379616,3.98841018298661,2.41669647237527,0.0399356480935835,1.97076064608286,1.53907796599412,4.25981338683541,4.67876055069734,1.41043810459856,0.0697149246102162,0.313678103100133,0,10,0.0649519355676799,"B Cells, Memory"
"40","B Cells",9,4.6616963097031,1.26787213081133,4.16046520044059,0.14760154356125,4.22417952222235,0.289418498132967,4.47923911143012,0.15792604497412,0.346612266566928,0,0.0232497356523665,0,0,0.858707667978031,0.0453706870599259,4.4225248869234,0.243894671093402,0.425915019256737,0.00584889275065955,0.561253326549078,0.246813008963289,0.658137114161841,0,0,0.119808817280752,2.51631553163566,1.05159359319043,0,0.238481948373287,0.197189891032803,4.50248670200306,4.2772940802848,1.17426358435228,0.0282776673489512,0,0,18,0.116913484021824,"B Cells, Transitional"
"41","Dendritic Cells",1,4.00121076639137,0.778933154757209,0.159064497591115,0.213488636052916,3.96506350906365,4.09873196858541,0.785806385889098,5.02788993413902,1.55705069956128,0.405866221917889,0.341094671731123,0.658296495899088,0.10809686420675,0,0.32081489349022,1.3596632804913,1.75594862796896,0,0.0041836709673205,0.495709329667824,3.2850761644021,1.38294370043291,0.498320155186266,0,1.92214648404341,0,0,0,0,0.290878535439474,0,4.10300286565531,2.67628875676602,0.994620423219815,0.135068495748805,0.0593202479873458,39,0.253312548713952,"Dendritic Cells, Myeloid"
"42","Dendritic Cells",10,4.38798952989836,0.372100442552938,0.126403799609006,0.0237679441409653,3.89971485720778,3.84242129299415,0.882967250596889,5.27060038670156,1.63672054520331,0.508994980249139,1.0797506339123,0.763834184999306,0.437093452161868,0.0716901093031213,0.617649204566183,1.37780806225838,2.73025024455513,0.0387873065616247,0,0.854226598609451,3.64669173682501,0.580912444026229,1.32963803851628,0,1.73251878819068,0.0779884890026458,0.419169844911709,0.0821425769972616,0,3.02187053013538,0.272074038002926,5.31321890357428,3.50965333953055,0.382540697107457,0.424745448939848,0.11373661210145,36,0.233826968043648,"Dendritic Cells, Myeloid"
"43","Dendritic Cells",11,4.13784942109217,3.56844348406019,1.26458112860187,3.07327355539718,1.13112302633739,0.823649110255157,0.159006262754178,2.38991549371168,0.655021237815124,0.120797703452031,0.597139542439049,0.117937591319131,0.0570412786339673,0.0525659500280656,0.25896551264211,2.22635579631176,1.21741062122114,0.0366432018753938,0.506045273877382,0.452320235135091,3.03450457298219,4.94014533255174,1.92223674028165,0.968318482440235,3.4941319830932,2.80030944398573,0.46617814838157,0.0966300126585773,1.69744837173417,0.809466369672329,0,0,0.354580297011583,0.379760936448512,0.0258402915262049,0.21585413118107,35,0.22733177448688,"Dendritic Cells, Unclassified"
"44","Dendritic Cells",12,4.7914296965911,0.418560577739886,0.0424162831623754,2.19353245469948,0.167013199438121,0,0,0,0.00626734937019015,0.334814051013381,0,0,0,0,0.0636032399501071,0.19035127773197,0.0317245849985846,3.83905791238102,0.114921203705565,3.595657207297,3.99282857918226,1.04734569061074,0.299627828624189,1.21969853514043,3.41955655984816,0,2.78268614330122,0.265923014421855,2.1998606294999,0.096029654952059,0,0.293079335162964,4.98179634629798,0.386279114448093,0.496284178364365,0,11,0.0714471291244479,"Dendritic Cells, Unclassified"
"45","Dendritic Cells",13,4.17158756152291,0.104661296288358,0.188341775660514,0.213012140821099,4.51058813263808,1.59474814952276,0.189219647565234,2.18803806226401,0.0557278903461718,0,0.106241788232504,1.86813083934441,0,0.0130158401251576,0.0635996259389728,0.251263627071045,4.44663673450198,0.307247029100931,0.00992300491379207,0.579214746555506,2.64733699720813,0.15777539256669,0.104375212358624,0,2.84867543447959,0,0,0,0.790945493039686,2.04644645809413,0,0.0222747587012951,0.0730851498337106,0.294458779733456,0,0.0110389033937396,28,0.181865419589504,"Dendritic Cells, Unclassified"
